,ticker,eps,roce,divYield,eps_rank,roce_rank,overall_rank
464,FFIV,0.040911414,0.125165274,0.0,569,371,940
465,ALLY,0.220134167,0.006970484,0.063445904,53,888,941
466,BBVA,0.178183649,0.013953756,0.060643501,83,861,944
467,CLX,0.007580539,0.30387289,0.029660766,860,84,944
468,NI,0.07203466,0.057338026,0.039112464,320,625,945
469,IGT,0.060733287,0.070999647,0.035172875,379,566,945
470,MNST,0.022282257,0.217349252,0.0,775,170,945
471,HPE,0.046682202,0.106188695,0.033398212,510,435,945
472,HON,0.033472659,0.16045067,0.018327056,659,287,946
473,ABT,0.035651958,0.141851431,0.017016058,625,322,947
474,PAYC,0.015653909,0.248236616,0.0,815,132,947
475,LNC,0.258460596,-0.00758096,0.059000578,30,918,948
476,KO,0.034659857,0.149358562,0.027663956,640,308,948
477,NEP,0.208795331,0.005752946,0.118460152,59,890,949
478,KNX,0.090700938,0.040993138,0.009207852,230,720,950
479,RMD,0.027989492,0.188859995,0.008054109,725,227,952
480,AFL,0.096740296,0.039059505,0.021437019,216,736,952
481,IX,0.105802051,0.033924569,0.041181727,194,758,952
482,CI,0.059546173,0.071363131,0.012359314,389,564,953
483,DHR,0.042252771,0.114374482,0.004794391,551,403,954
484,SNX,0.066858885,0.06077754,0.011799599,347,607,954
485,FNF,0.109806196,0.028954207,0.047266928,181,774,955
486,KB,0.231506322,-0.001443785,0.075736364,43,912,955
487,CMA,0.127622065,0.020463532,0.041690614,141,816,957
488,MDU,0.059551241,0.070161045,0.028668049,388,569,957
489,BNS,0.125680388,0.021014329,0.064868115,148,809,957
490,IEX,0.033955119,0.151238854,0.010263483,652,306,958
491,BR,0.032347335,0.160468862,0.016979016,672,286,958
492,SKX,0.057137932,0.074416806,0.0,404,554,958
493,NGG,0.067343966,0.05838429,0.03987537,343,617,960
494,AXP,0.067717944,0.057561335,0.01410415,340,621,961
495,NDAQ,0.037180471,0.1299759,0.012657885,602,359,961
496,ACM,0.043081642,0.110303283,0.006575849,544,420,964
497,FDS,0.028085383,0.181038613,0.008315273,722,243,965
498,LLY,0.018929883,0.220307496,0.010718082,799,166,965
499,ORI,0.09421456,0.037313614,0.079569027,222,744,966
500,NYT,0.031903465,0.157707198,0.010418319,676,292,968
501,RCI,0.052462201,0.0817681,0.031539776,443,527,970
502,VC,0.033729354,0.143462898,0.0,656,320,976
503,SSL,0.060312332,0.062362351,0.0,381,596,977
504,WRB,0.06859673,0.054552734,0.011681881,334,644,978
505,SF,0.104219627,0.027246363,0.026918885,198,780,978
506,HST,0.055182947,0.071520856,0.013076528,418,563,981
507,SIVB,0.123165154,0.018441473,0.012007129,151,831,982
508,NFLX,0.034254837,0.138522023,0.0,649,334,983
509,MFC,0.155712379,0.01189482,0.060416316,110,873,983
510,R,0.224136618,-0.030978436,0.031797928,50,934,984
511,GS,0.094617922,0.031319375,0.030937145,220,766,986
512,TD,0.110468621,0.021021395,0.042244154,179,808,987
513,RF,0.111366861,0.02056436,0.037800244,174,814,988
514,SR,0.068123758,0.052806561,0.048346888,337,652,989
515,CW,0.045919565,0.094532372,0.004489649,521,469,990
516,CMG,0.023266863,0.193219389,0.0,768,222,990
517,CM,0.111346919,0.020522112,0.053203062,175,815,990
518,CRL,0.043915179,0.099977961,0.0,536,455,991
519,BRO,0.042491096,0.103861617,0.00755833,550,442,992
520,VTRS,0.15407682,0.009677419,0.043111267,111,882,993
521,VAL,0.034755985,0.13035358,0.0,639,356,995
522,AFG,0.076866925,0.043459491,0.103830267,289,707,996
523,ABMD,0.00906817,0.242806215,0.0,857,139,996
524,KEY,0.119050551,0.017481171,0.053035561,160,837,997
525,APD,0.043666964,0.098572079,0.026773863,539,458,997
526,HRL,0.039507312,0.110875291,0.022039006,584,414,998
527,HSBC,0.129629214,0.013885624,0.056346468,136,862,998
528,BUD,0.049387509,0.081300403,0.020205109,473,528,1001
529,UBS,0.125308543,0.015671089,0.027397385,149,853,1002
530,FITB,0.108258439,0.020041747,0.041028444,185,818,1003
531,SKM,0.053615163,0.069301407,0.053122731,431,574,1005
532,SJR,0.04542356,0.091719298,0.035197313,526,480,1006
533,EXR,0.043624201,0.095635187,0.040817403,540,466,1006
534,CHT,0.041834453,0.10234824,0.040996273,559,449,1008
535,ZION,0.122947271,0.01514465,0.036463965,153,855,1008
536,TFC,0.109538218,0.01877093,0.052301874,182,828,1010
537,EPR,0.062321165,0.055655237,0.093947664,374,636,1010
538,WM,0.034558335,0.124754384,0.01663062,642,374,1016
539,WNS,0.030589245,0.139346993,0.0,687,330,1017
540,HIG,0.073691866,0.042656702,0.021397032,307,711,1018
541,FLO,0.037639151,0.110317405,0.030735218,599,419,1018
542,VLY,0.103610772,0.019340075,0.039915167,199,822,1021
543,CFG,0.110627628,0.016332201,0.047602433,177,846,1023
544,BX,0.054393382,0.061348122,0.118631502,425,600,1025
545,ASB,0.106302553,0.017586651,0.039091496,193,835,1028
546,MCO,0.026815921,0.157257391,0.010051091,733,295,1028
547,EPAM,0.022337221,0.175666561,0.0,774,257,1031
548,WMB,0.051117513,0.069310796,0.051666359,459,573,1032
549,TGT,0.035701228,0.113728388,0.023578221,624,410,1034
550,RY,0.08935283,0.021705291,0.03937544,233,803,1036
551,WMT,0.029803378,0.135285664,0.015600844,696,341,1037
552,SCI,0.051845529,0.064998373,0.014676352,451,588,1039
553,BMI,0.02087368,0.177164196,0.007810365,788,252,1040
554,SNPS,0.021996824,0.174911208,0.0,780,260,1040
555,FUL,0.041893492,0.091393937,0.009109261,557,483,1040
556,BP,-0.01227594,0.236718808,0.039424131,894,148,1042
557,AME,0.036050185,0.109732217,0.006285438,619,423,1042
558,SEM,0.052267163,0.061946882,0.021232775,445,599,1044
559,JBT,0.044721066,0.085791431,0.004482372,530,514,1044
560,ADSK,0.017708613,0.181868334,0.0,807,238,1045
561,ST,0.049558023,0.067151161,0.008146603,469,580,1049
562,J,0.046138347,0.080445598,0.008306405,516,534,1050
563,CME,0.044611198,0.082654118,0.043657967,532,520,1052
564,AEM,0.052898892,0.058894193,0.048010166,440,614,1054
565,OHI,0.067070352,0.043025641,0.099427669,346,709,1055
566,PPG,0.034371081,0.113961181,0.019095045,646,409,1055
567,BAC,0.097860598,0.016890151,0.030487231,214,843,1057
568,FNB,0.096144152,0.016950606,0.039192554,218,842,1060
569,AIN,0.030044714,0.126505742,0.008303224,692,368,1060
570,ATR,0.033267194,0.115410972,0.01382764,662,399,1061
571,MLM,0.04116733,0.089068497,0.007556209,567,494,1061
572,STT,0.097762284,0.016069534,0.034255566,215,849,1064
573,CBOE,0.017619545,0.175688647,0.01570014,808,256,1064
574,OUT,0.055371732,0.052901589,0.077048698,415,651,1066
575,MGA,0.036286356,0.101661604,0.031505384,615,451,1066
576,TDG,0.028352054,0.132785804,0.03571835,719,349,1068
577,ALGN,0.021926444,0.159767632,0.0,781,289,1070
578,OGS,0.055115407,0.05312862,0.033295132,421,650,1071
579,PNC,0.089575415,0.017078112,0.039916738,231,841,1072
580,AKAM,0.039047356,0.090356217,0.0,586,486,1072
581,TU,0.048453545,0.064547143,0.035642608,483,590,1073
582,CCZ,0.036387642,0.096269203,0.032125477,612,462,1074
583,CMCSA,0.036387642,0.096269203,0.032125477,612,462,1074
584,NVS,0.03515106,0.103573319,0.037935853,632,443,1075
585,CVS,0.035259397,0.102504746,0.023776169,629,448,1077
586,ENPH,0.011080286,0.183258308,0.0,843,235,1078
587,EDR,0.085976259,0.017702909,0.0,244,834,1078
588,GLW,0.049761177,0.059118566,0.035241198,467,613,1080
589,USB,0.08851576,0.016322529,0.046727204,235,847,1082
590,PRI,0.068285791,0.036007723,0.015547806,336,747,1083
591,RSG,0.036434704,0.093197883,0.014521468,610,474,1084
592,ORCL,0.028978667,0.123753302,0.012500735,708,376,1084
593,PB,0.07786526,0.021090274,0.02867195,281,806,1087
594,ATO,0.055164468,0.04954076,0.026778344,419,669,1088
595,TRI,0.032965801,0.109036861,0.014622351,665,424,1089
596,GL,0.062659206,0.040845453,0.006823014,369,721,1090
597,CNP,0.056033516,0.046839949,0.02592279,413,682,1095
598,CUZ,0.073661919,0.025717791,0.050647229,308,787,1095
599,LEA,0.044725737,0.070894609,0.025317742,529,567,1096
600,JPM,0.094597479,0.011238945,0.034051678,221,876,1097
601,VFC,0.013348567,0.172116692,0.079116802,833,266,1099
602,TDY,0.042135549,0.075756395,0.0,553,547,1100
603,SLF,0.088143695,0.013230159,0.045375266,236,866,1102
604,PYPL,0.029432564,0.114142075,0.0,703,405,1108
605,FNV,0.02680602,0.124790925,0.007560476,735,373,1108
606,MTB,0.084129801,0.015398954,0.037214981,256,854,1110
607,NWE,0.060996271,0.039286611,0.046684479,377,733,1110
608,TMO,0.032195231,0.104682199,0.002107745,674,440,1114
609,TRV,0.063958404,0.03319833,0.019556599,357,760,1117
610,EA,0.024037417,0.130921958,0.006294087,762,355,1117
611,EFX,0.02926481,0.11077659,0.0080329,705,415,1120
612,EVRG,0.052231043,0.048745773,0.037110618,446,674,1120
613,DAL,0.062867642,0.034855614,0.0,366,754,1120
614,CX,0.093703336,0.003588345,0.0,223,897,1120
615,PH,0.041601648,0.072617688,0.014061789,560,560,1120
616,ESI,0.041988449,0.071348672,0.017584906,555,565,1120
617,PENN,0.046390288,0.059595923,0.0,511,611,1122
618,COTY,0.048705173,0.05478196,0.001312989,479,643,1122
619,TRMB,0.035777888,0.087981539,0.0,621,501,1122
620,ING,0.082893713,0.014335602,0.069785044,263,859,1122
621,LNT,0.049522859,0.052134831,0.030897644,470,654,1124
622,BXP,0.055299487,0.043381813,0.06492677,416,708,1124
623,CB,0.057373682,0.040726435,0.014848261,401,723,1124
624,WBS,0.081275206,0.014709097,0.032986772,268,856,1124
625,BLK,0.048416387,0.054885072,0.027957705,484,642,1126
626,NWL,0.036230845,0.086606441,0.070806473,616,510,1126
627,TR,0.025916679,0.119265166,0.008405677,741,386,1127
628,BK,0.069691573,0.022293827,0.037269959,329,799,1128
629,STN,0.034345457,0.090409861,0.010873744,648,485,1133
630,POR,0.053254587,0.044293205,0.036112552,436,698,1134
631,ENLC,0.085072763,0.008308041,0.037617555,249,886,1135
632,GMED,0.025485562,0.118915115,0.0,746,390,1136
633,FLS,0.047081284,0.055594065,0.026086848,501,638,1139
634,BABA,0.039533616,0.07337246,0.012378867,583,557,1140
635,KMI,0.062690927,0.028742003,0.061608352,368,775,1143
636,PTC,0.025539927,0.114855161,0.0,744,402,1146
637,ETN,0.03934418,0.072482987,0.020758769,585,561,1146
638,MTN,0.028715415,0.104855888,0.033663091,711,436,1147
639,IRM,0.03842049,0.073815277,0.049968206,592,556,1148
640,WEC,0.047656722,0.051640988,0.031039598,493,657,1150
641,AJG,0.029157254,0.102815544,0.011239491,706,447,1153
642,HWM,0.028604071,0.10475322,0.002683538,714,439,1153
643,RZA,0.077153491,0.012052933,0.025225623,285,869,1154
644,FRC,0.075468825,0.014708239,0.015773664,297,857,1154
645,NMR,0.060967007,0.028670441,0.03762521,378,776,1154
646,RGA,0.077153491,0.012052933,0.025225623,285,869,1154
647,WFC,0.078597222,0.009569527,0.031559331,275,883,1158
648,FHN,0.068662979,0.01898047,0.027160023,333,826,1159
649,CFR,0.068053051,0.019506766,0.025434556,338,821,1159
650,PNW,0.05618429,0.034917312,0.044017932,410,752,1162
651,IPGP,0.022871293,0.118813076,0.0,772,391,1163
652,SAM,0.016572557,0.132603538,0.0,812,351,1163
653,ES,0.048320126,0.04734175,0.029839112,486,678,1164
654,SRC,0.053143924,0.040304288,0.06678728,438,726,1164
655,TECH,0.022233157,0.119092512,0.00391917,776,388,1164
656,MS,0.076713435,0.011377927,0.037567256,290,875,1165
657,INTU,0.01658,0.130929554,0.006182726,811,354,1165
658,INCY,0.019104543,0.125301094,0.0,796,370,1166
659,ED,0.049283674,0.045453758,0.032331277,475,692,1167
660,ATI,0.034382675,0.082517161,0.008930565,645,523,1168
661,RJF,0.081754217,0.0,0.0,264,905,1169
662,BOH,0.073516818,0.013316083,0.039210663,309,865,1174
663,FISV,0.038972686,0.06514431,0.053314018,588,586,1174
664,NTRS,0.072477556,0.014592674,0.04322071,317,858,1175
665,CP,0.037450214,0.068253607,0.007528377,601,577,1178
666,AVB,0.050118663,0.041523984,0.039240099,463,715,1178
667,IDA,0.047402516,0.046775177,0.028239769,496,683,1179
668,WTW,0.036834282,0.069334903,0.013470614,607,572,1179
669,VEEV,0.018979777,0.120893179,0.0,798,382,1180
670,VMW,0.025375708,0.107290672,0.043451555,750,432,1182
671,DTE,0.047254711,0.046600906,0.029888714,499,684,1183
672,MKC,0.029852999,0.089099819,0.01736464,695,493,1188
673,AOS,0.027237564,0.097201952,0.020477286,729,460,1189
674,BKH,0.056640437,0.025918376,0.03435317,406,785,1191
675,KHC,0.047344785,0.044597165,0.039270325,498,697,1195
676,AEP,0.047473844,0.044139566,0.033852275,495,700,1195
677,EXC,0.050909354,0.039120583,0.031296349,460,735,1195
678,CPT,0.054291991,0.029984123,0.032961793,427,769,1196
679,APTV,0.034444602,0.074137121,0.002497135,643,555,1198
680,LW,0.012615404,0.129159764,0.008690751,838,361,1199
681,PCG,0.056146007,0.025569729,0.0,411,789,1200
682,RHP,0.028644642,0.089843225,0.001300182,712,488,1200
683,IQV,0.02838384,0.091047118,0.0,718,484,1202
684,CNA,0.077852538,-0.009380025,0.085515875,282,921,1203
685,HAE,0.027461434,0.092710734,0.0,727,476,1203
686,ATHM,0.073842062,0.001611784,0.016010864,305,900,1205
687,AXTA,0.033931329,0.07469905,0.0,653,553,1206
688,L,0.071447362,0.009324143,0.00430661,326,884,1210
689,HHC,0.047803957,0.040791981,0.0,490,722,1212
690,DUK,0.049317611,0.038817226,0.04008711,474,738,1212
691,AEE,0.046742541,0.043864729,0.026548371,509,704,1213
692,SO,0.046049182,0.045062811,0.03786845,520,694,1214
693,FTV,0.032980038,0.075010446,0.004345225,664,550,1214
694,BEN,0.073416554,0.0,,310,905,1215
695,WEX,0.027724389,0.089747366,0.0,726,490,1216
696,WAB,0.034808177,0.067180544,0.006103804,638,579,1217
697,SYK,0.025501233,0.092900821,0.011366326,745,475,1220
698,PVH,0.034959637,0.065138654,0.001761938,633,587,1220
699,FMS,0.074981721,-0.008821764,0.044070534,300,920,1220
700,AA,0.007168833,0.129467697,0.008748407,862,360,1222
701,TFX,0.031018572,0.07873937,0.005448723,683,540,1223
702,KBR,0.02588838,0.091588785,0.008992806,742,481,1223
703,ETR,0.047700273,0.039267511,0.03739005,492,734,1226
704,ANSS,0.024902225,0.094463206,0.0,756,470,1226
705,LYV,0.026099458,0.089747553,0.0,738,489,1227
706,STZ,-0.000893855,0.13104545,0.013644637,875,353,1228
707,XEL,0.045267074,0.04405734,0.02638841,527,701,1228
708,INTC,0.073811111,-0.012871129,0.055233994,306,924,1230
709,HE,0.052898765,0.024059335,0.033764026,441,792,1233
710,KMX,0.04421578,0.044030824,0.0,533,702,1235
711,NVDA,0.009165708,0.122013923,0.000835154,855,380,1235
712,RTX,0.034900871,0.060985386,0.021006335,634,602,1236
713,TRNO,0.046118652,0.041321065,0.025016668,518,718,1236
714,BAH,0.022186906,0.096022046,0.01924284,777,465,1242
715,H,0.04610819,0.040221607,0.0,519,727,1246
716,CBU,0.055284414,0.018657856,0.027450118,417,829,1246
717,VOYA,0.065102288,0.004853875,0.015190534,352,894,1246
718,FR,0.04185371,0.045909291,0.024379429,558,688,1246
719,TDC,0.009499924,0.116256158,0.0,852,397,1249
720,EBAY,-0.055055561,0.141745582,0.021132001,930,323,1253
721,ISRG,0.013966451,0.109002394,0.0,829,426,1255
722,PNM,0.040471765,0.047061034,0.028520245,577,680,1257
723,OFC,0.059517945,0.012077906,0.042531,390,868,1258
724,OSK,0.030013518,0.070239982,0.016793072,693,568,1261
725,WPC,0.038402945,0.049611723,0.053537374,593,668,1261
726,MDT,0.031071895,0.06697437,0.029897811,681,582,1263
727,XYL,0.017815388,0.097767997,0.01088997,806,459,1265
728,LIN,0.025441111,0.084980769,0.014380025,748,517,1265
729,LHX,0.025338398,0.085483638,0.02061429,751,515,1266
730,AMRC,0.032045834,0.06441061,0.0,675,592,1267
731,PWR,0.024022499,0.08670169,0.002008017,763,506,1269
732,PEAK,0.037048502,0.048778462,0.047975259,603,673,1276
733,SJI,0.034820965,0.054953652,0.052705591,636,641,1277
734,EXPE,0.025647626,0.080126124,0.004881792,743,535,1278
735,PKI,0.032703896,0.059130452,0.001995733,668,612,1280
736,DXCM,0.007737724,0.110122734,0.0,859,421,1280
737,IBN,0.04087533,0.042929729,0.002254939,570,710,1280
738,ARES,0.036539835,0.049264722,0.06962761,609,671,1280
739,DD,0.03101246,0.060928845,0.01905761,684,604,1288
740,MDLZ,0.029582867,0.06492743,0.021612805,699,589,1288
741,SBAC,0.015248091,0.093586375,0.010137196,820,471,1291
742,GHC,0.023018733,0.082229825,0.010539086,770,524,1294
743,CNC,0.025481534,0.075114655,0.0,747,548,1295
744,UNF,0.031899397,0.058018991,0.006799937,677,618,1295
745,CCI,0.028585335,0.067007461,0.044405398,715,581,1296
746,WCN,0.024492737,0.079515631,0.007122561,760,537,1297
747,AU,0.036396047,0.045612089,0.024876759,611,691,1302
748,CHD,0.021138735,0.083470636,0.013023381,786,519,1305
749,WTM,-0.047733659,0.122509876,0.000750529,928,378,1306
750,ARMK,0.033547431,0.053266845,0.019512584,658,649,1307
751,APO,0.053469873,0.011076198,0.025792259,433,877,1310
752,IR,0.028554665,0.062427913,0.001529967,716,595,1311
753,SCHW,0.045767596,0.025002058,0.013444192,522,790,1312
754,CAG,0.028241145,0.06242938,0.037387152,720,594,1314
755,AWR,0.022921565,0.077318341,0.01647747,771,543,1314
756,PSO,0.035198626,0.046364414,0.022690024,630,687,1317
757,SPGI,0.030600376,0.055857309,0.009647409,686,631,1317
758,HXL,0.025428131,0.069870389,0.006784862,749,570,1319
759,VMC,0.024714862,0.071652357,0.009128526,758,562,1320
760,ELS,0.015186827,0.086668654,0.02591042,821,507,1328
761,ENB,0.028015543,0.060863616,0.068159026,723,606,1329
762,PEG,0.033789475,0.048004187,0.035362603,654,677,1331
763,EL,0.014313275,0.087860262,0.013160815,827,504,1331
764,PBH,-0.026341729,0.108194327,0.0,907,427,1334
765,ASH,0.035293796,0.043462898,0.013649535,628,706,1334
766,REG,0.032322267,0.050053206,0.040494052,673,663,1336
767,SAP,0.01515802,0.085398845,0.025337063,822,516,1338
768,AXS,0.048527078,0.014023562,0.039066296,481,860,1341
769,RE,0.046209111,0.018595487,0.01973756,514,830,1344
770,CTVA,0.02707192,0.05860576,0.009865791,730,616,1346
771,FAF,0.046961099,0.016817127,0.038747371,505,844,1349
772,KRC,0.038790897,0.032439987,0.054806491,590,763,1353
773,FRT,0.03260085,0.046536099,0.044443651,671,685,1356
774,PPL,0.035151822,0.040354793,0.036593232,631,725,1356
775,AWK,0.029559733,0.05096893,0.016834628,700,659,1359
776,SWX,-0.399947836,0.117238993,0.039579424,967,394,1361
777,BURL,0.015634245,0.076533985,0.0,816,545,1361
778,PLD,0.03799129,0.031492168,0.029031183,598,765,1363
779,CUBE,0.022001575,0.065383337,0.042758307,779,585,1364
780,EGP,0.029518925,0.049489537,0.030748312,701,670,1371
781,WHR,-0.188678911,0.110515501,0.049319555,955,418,1373
782,SJM,-0.005515944,0.089659892,0.025990792,882,492,1374
783,ESS,0.029618721,0.04831078,0.041051505,698,676,1374
784,NNN,0.023364909,0.060650559,0.047620566,767,608,1375
785,ROP,0.021539247,0.063287986,0.005732289,783,593,1376
786,HAS,0.025205212,0.057372435,0.047722694,753,624,1377
787,EBR,0.039745458,0.023305989,0.0,582,796,1378
788,COO,0.028624155,0.049705741,0.000222583,713,666,1379
789,TEL,0.049085178,0.0,0.018631808,476,905,1381
790,TRP,0.013931142,0.074701614,0.061423671,830,552,1382
791,RYN,0.030547613,0.04488238,0.047261806,688,696,1384
792,BDX,0.028012367,0.050572879,0.017037314,724,660,1384
793,ICE,0.025214564,0.055726526,0.014874151,752,635,1387
794,MHK,0.003869691,0.084306752,0.0,870,518,1388
795,GLOB,0.021200348,0.060886047,0.0,785,605,1390
796,ALE,0.03884243,0.021894476,0.043161543,589,802,1391
797,CAH,0.010574178,0.074863557,0.021269898,845,551,1396
798,EDU,0.028890584,0.045888426,0.0,709,689,1398
799,BRX,0.023790536,0.055779683,0.042595481,766,634,1400
800,RPM,0.047051424,9.05e-05,0.021025806,502,901,1403
801,CMS,0.045731782,0.010004409,0.029832202,523,881,1404
802,FE,0.016953583,0.06223013,0.037206016,809,597,1406
803,SRE,0.032670095,0.038674918,0.06118897,669,740,1409
804,STOR,0.028880643,0.044142421,0.042834828,710,699,1409
805,TM,0.009509413,0.072885925,0.002824057,851,559,1410
806,CALX,0.009471033,0.073129065,0.0,853,558,1411
807,TAP,-0.016689504,0.081928075,0.029468384,898,525,1423
808,AIZ,0.040678243,0.015862685,0.022089198,573,852,1425
809,ECL,0.026297335,0.0457172,0.014520503,737,690,1427
810,CIEN,0.020957577,0.055300395,0.0,787,640,1427
811,PHI,0.038247415,0.017798812,0.092052791,595,833,1428
812,T,-0.052104944,0.088012,0.074731255,929,500,1429
813,MET,0.043679779,0.004659406,0.030673905,538,895,1433
814,BFAM,0.021904042,0.052309071,0.0,782,653,1435
815,NCR,0.018749139,0.055612419,0.00499977,800,637,1437
816,AES,-0.022963657,0.080540914,0.022328717,905,532,1437
817,PDI,0.035733333,0.020032248,0.153051757,623,819,1442
818,DV,0.012022734,0.060967775,0.0,840,603,1443
819,FLR,0.014893886,0.057878704,0.007957008,824,619,1443
820,SNN,0.018594273,0.054538844,0.027266042,801,645,1446
821,EIX,0.033994493,0.021907407,0.047402515,651,800,1451
822,CWT,0.029147549,0.035898858,0.016450085,707,748,1455
823,LUV,0.026995474,0.04069465,0.0,731,724,1455
824,AZN,0.015663945,0.053526143,0.020789981,814,648,1462
825,NE,0.01786417,0.050083564,0.0,805,662,1467
826,TYL,0.012262023,0.056415135,0.0,839,628,1467
827,F,-0.046098329,0.077984882,0.043035104,927,541,1468
828,BSX,0.010545521,0.057522587,0.000830951,846,622,1468
829,LUMN,-0.294339177,0.086786993,0.148310438,963,505,1468
830,TEVA,-0.232436384,0.085963672,0.0,958,513,1471
831,CAE,0.014888963,0.053581922,0.0,825,647,1472
832,SWK,0.015300259,0.051996392,0.042369949,818,655,1473
833,SWH,0.015300259,0.051996392,0.042369949,818,655,1473
834,ZBH,0.008658883,0.056880018,0.007528813,858,627,1485
835,ADC,0.027321854,0.033007564,0.040819052,728,761,1489
836,PANW,0.00580172,0.057262405,0.0,865,626,1491
837,RBC,0.02489578,0.039025131,0.003420837,757,737,1494
838,KWR,-0.00598003,0.058633407,0.01010933,884,615,1499
839,SMG,-0.184394921,0.075939872,0.070048996,954,546,1500
840,ADT,0.025097197,0.036813042,0.018423954,755,745,1500
841,BAK,-0.041738787,0.066894241,0.068717822,921,583,1504
842,HIW,0.019914271,0.042059341,0.072305466,791,713,1504
843,LXP,0.040571938,-0.035721531,0.050797736,574,936,1510
844,FMX,0.009094439,0.050240494,0.006430797,856,661,1517
845,AER,-0.09817252,0.068646643,0.0,943,576,1519
846,AGO,0.033749285,0.012052485,0.017418986,655,871,1526
847,AMT,0.018059385,0.039948983,0.026901918,803,729,1532
848,DIS,0.018298793,0.039637255,0.0,802,732,1534
849,NOW,0.00416441,0.04867014,0.0,869,675,1544
850,EQIX,0.011742911,0.042164557,0.019197241,841,712,1553
851,NOV,0.019025175,0.034294622,0.009573959,797,757,1554
852,O,0.022404936,0.027129551,0.046732726,773,781,1554
853,STAG,0.018044469,0.034868305,0.046198003,804,753,1557
854,BKR,-0.01983112,0.05128538,0.025492253,901,658,1559
855,NEE,0.019540891,0.030860557,0.02017901,794,767,1561
856,CZR,-0.058860532,0.05635309,0.0,932,629,1561
857,GPN,0.001990468,0.044998931,0.009462393,871,695,1566
858,HASI,0.016366606,0.034545565,0.052133212,813,756,1569
859,AGI,0.009345838,0.041405378,0.008842019,854,717,1571
860,SUI,0.014079099,0.036241487,0.025260929,828,746,1574
861,TMUS,0.014802796,0.03506506,0.0,826,751,1577
862,BEP,0.0197776,0.025670663,0.131134089,793,788,1581
863,AMH,0.016637559,0.029238998,0.025607577,810,773,1583
864,KEX,0.031653354,-3.24e-05,0.0,679,909,1588
865,ALK,0.010664408,0.034599243,0.0,844,755,1599
866,FTI,-0.006661307,0.041669829,0.0,887,714,1601
867,CRM,0.001248303,0.04009156,0.0,873,728,1601
868,ARE,0.022152234,0.019091734,0.03217743,778,824,1602
869,AUY,-0.26170857,0.053687563,0.021493337,961,646,1607
870,AMZN,-0.003214286,0.039859152,0.0,880,730,1610
871,NEM,-0.013501686,0.041090111,0.046588823,895,719,1614
872,NU,-0.019155678,0.041503281,0.0,899,716,1615
873,PUK,0.02654775,0.010114442,0.012608851,736,880,1616
874,QRVO,0.010167019,0.029850688,0.0,849,770,1619
875,THG,0.024113276,0.013365497,0.022637377,761,863,1624
876,REXR,0.013813222,0.024020376,0.0239272,831,793,1624
877,DOC,0.011528937,0.026258912,0.063868457,842,783,1625
878,D,0.020012402,0.017578448,0.044474242,790,836,1626
879,XRAY,-0.138453287,0.047273289,0.015156991,947,679,1626
880,KIM,-0.000947312,0.031730569,0.041784528,876,764,1640
881,ELP,0.010539782,0.023215447,0.020546465,847,797,1644
882,STE,0.005611961,0.026926218,0.009621449,866,782,1648
883,AMD,0.013055609,0.020649883,0.0,837,812,1649
884,UDR,0.006977186,0.023628961,0.039171019,863,794,1657
885,RS,0.025155703,0.0,0.0,754,905,1659
886,MTZ,0.00521754,0.022849629,0.0,867,798,1665
887,DLB,0.023885853,0.0,0.009678592,765,905,1670
888,NWSA,0.013117675,0.01711819,0.015318627,835,839,1674
889,NWS,0.013117675,0.01711819,0.015318627,835,839,1674
890,KGC,0.005842767,0.02077782,0.029404773,864,811,1675
891,KSS,-0.005028051,0.02190561,0.063247592,881,801,1682
892,WELL,0.004661108,0.020053327,0.037348776,868,817,1685
893,DLR,0.01316136,0.015901295,0.050525988,834,851,1685
894,DEI,-0.019465835,0.025772719,0.071413433,900,786,1686
895,AL,-0.022623223,0.024896966,0.029135467,904,791,1695
896,PGR,0.009518153,0.016667572,0.003440519,850,845,1695
897,VTR,-0.002273985,0.019734699,0.040018428,877,820,1697
898,BIO,-0.289639864,0.037316753,5.444138924,962,743,1705
899,DNB,0.000304138,0.017910697,0.008154706,874,832,1706
900,CCJ,0.007182235,0.016149997,0.00416999,861,848,1709
901,FIS,-0.40769715,0.035129851,0.027768695,968,750,1718
902,ORA,0.013580145,0.005642424,0.005598425,832,893,1725
903,AAL,0.015352277,-0.003470615,0.429017574,817,914,1731
904,MAC,-0.026878276,0.019071967,0.076955322,908,825,1733
905,MKL,-0.00565648,0.016039782,0.002012127,883,850,1733
906,PRGO,-0.028548965,0.017448024,0.031057086,909,838,1747
907,GRMN,0.010469173,0.0,,848,905,1753
908,GE,-0.011103461,0.013326352,0.008913457,892,864,1756
909,KRG,-0.002635575,0.009254169,0.038951173,878,885,1763
910,MGM,0.015067298,-0.044057246,0.000295033,823,941,1764
911,HP,0.001776085,0.005704264,0.027433143,872,892,1764
912,HL,-0.01205228,0.010295026,0.004173184,893,878,1771
913,DNP,-0.006206065,0.002128325,0.077335261,885,899,1784
914,MBLY,-0.00293913,-0.000531314,0.012079107,879,910,1789
915,HR,-0.021797281,0.005910976,0.289407754,903,889,1792
916,KKR,-0.029418469,0.005739273,0.014754561,911,891,1802
917,CDAY,-0.007481307,-0.010136832,0.0,888,922,1810
918,MANU,-0.009167261,-0.014132685,0.0,891,925,1816
919,WDAY,-0.007932828,-0.025084465,0.0,889,932,1821
920,TWTR,-0.006502209,-0.038750598,0.0,886,939,1825
