,ticker,eps,roce,divYield,eps_rank,roce_rank,overall_rank
277,RL,0.066176628,0.132968278,0.025105845,346,348,694
278,HUN,0.08328083,0.103083295,0.030958743,256,440,696
279,V,0.035998435,0.311568078,0.00781741,619,77,696
280,CDW,0.046160506,0.212013098,0.011704764,512,185,697
281,UNP,0.054272258,0.16547915,0.024499294,425,274,699
282,AWI,0.061682098,0.140910602,0.013436909,373,327,700
283,GNRC,0.062880449,0.135569388,4.86e-05,362,339,701
284,PKX,0.150094743,0.064479445,0.058165116,114,589,703
285,WIT,0.056211344,0.153739418,0.016251269,407,298,705
286,WAT,0.0344412,0.349957687,0.0,643,63,706
287,SYF,0.191056043,0.055962915,0.030153407,77,631,708
288,CHTR,0.092303292,0.090307871,0.0,226,484,710
289,FOXA,0.073375458,0.114069491,0.017707233,307,404,711
290,FN,0.052273998,0.16805329,0.0,442,269,711
291,FOX,0.073375458,0.114069491,0.017707233,307,404,711
292,CPB,0.062626914,0.133387556,0.032627309,366,347,713
293,BIIB,0.075724822,0.109025295,0.0,293,421,714
294,MRK,0.05168276,0.173219816,0.024960363,455,260,715
295,MA,0.02950066,0.499490897,0.00565355,697,20,717
296,CAJ,0.083278526,0.094740544,0.040733123,257,462,719
297,CLH,0.066539874,0.124226042,0.0,345,374,719
298,GPC,0.048182823,0.186904157,0.020203484,487,233,720
299,DISH,0.309457842,0.043915079,0.0,19,702,721
300,ALLE,0.049444665,0.178367198,0.015535125,471,250,721
301,TJX,0.036163432,0.281423188,0.013843006,616,106,722
302,ANET,0.036365364,0.27857346,0.0,613,111,724
303,LEG,0.070522103,0.114983404,0.052174519,325,400,725
304,ASGN,0.062436015,0.130256378,0.0,369,356,725
305,TTC,0.040116425,0.230968731,0.011374956,576,154,730
306,FL,0.083261712,0.092266158,0.036518295,258,473,731
307,MOH,0.041494828,0.214874519,0.0,558,174,732
308,BSMX,0.166214373,0.055787405,0.112236764,98,634,732
309,UAA,0.100442163,0.081084409,0.0,206,527,733
310,UA,0.100442163,0.081084409,0.0,206,527,733
311,VRSK,0.034241846,0.303000926,0.007007033,649,85,734
312,CIB,0.203965368,0.049092188,0.069476898,66,670,736
313,ABM,0.077144037,0.099212106,0.017377498,285,452,737
314,EMN,0.071861475,0.10984583,0.034526131,319,418,737
315,RJF,0.081754217,0.092049515,0.0,263,474,737
316,KR,0.062342079,0.125456093,0.018947102,370,368,738
317,DFS,0.146235193,0.057791655,0.023406954,118,621,739
318,JLL,0.084758333,0.089664931,0.0,251,488,739
319,TT,0.045666556,0.19515442,0.016124337,521,219,740
320,OKE,0.058576535,0.131633963,0.056854191,393,351,744
321,APH,0.041905803,0.204409451,0.010516654,553,196,749
322,STR,0.465213494,0.037708111,0.337300116,10,739,749
323,SBS,0.079888804,0.09140602,0.0,271,478,749
324,OGE,0.084117233,0.088312776,0.041610042,255,495,750
325,CAT,0.051450024,0.156788066,0.018723051,456,295,751
326,ARMK,0.103266789,0.072874422,0.01755775,197,555,752
327,KT,0.143786018,0.055812719,0.054302798,120,633,753
328,TRGP,0.07155876,0.104830446,0.022727613,321,432,753
329,NSC,0.056516298,0.132713324,0.020169578,404,349,753
330,CHE,0.032758155,0.300047082,0.002889291,664,90,754
331,RBA,0.049895875,0.158612034,0.017984755,465,289,754
332,MAIN,0.087789165,0.082590289,0.070554429,236,518,754
333,PG,0.040002636,0.213158111,0.024567237,578,179,757
334,MTD,0.026096984,0.484308199,0.0,734,23,757
335,TPL,0.0246581,0.685228829,0.013660392,753,6,759
336,DEO,0.048326536,0.165387225,0.022791385,485,275,760
337,ZBRA,0.034586752,0.258995574,0.0,640,124,764
338,PNR,0.064875112,0.110560137,0.01869763,351,414,765
339,ADBE,0.029628873,0.32032358,0.0,692,74,766
340,PAGP,0.481900752,0.032984473,0.06712633,9,758,767
341,PFSI,0.158151085,0.049898788,0.018166652,105,663,768
342,KOF,0.068529062,0.103201294,0.041270812,332,439,771
343,BCH,0.158099717,0.049682287,0.06055378,106,666,772
344,FIX,0.059478538,0.119894776,0.004855317,389,383,772
345,CMI,0.059904123,0.118338807,0.023811262,383,391,774
346,QSR,0.074646073,0.092001939,0.048907785,299,475,774
347,CL,0.026810839,0.368873383,0.025398952,728,50,778
348,IHG,0.035512911,0.23502994,0.022065355,627,151,778
349,DRI,0.049943968,0.144723691,0.029999951,464,314,778
350,ACN,0.033655725,0.265068547,0.013848098,657,122,779
351,IT,0.029972321,0.297149267,0.0,689,91,780
352,AEL,0.285224769,0.033580254,0.017338592,26,755,781
353,LH,0.065385604,0.103878992,0.009978321,348,436,784
354,SNY,0.059171188,0.116458439,0.036700225,390,395,785
355,JWN,0.083077827,0.080799305,0.040352087,260,529,789
356,BERY,0.081905578,0.077715356,0.017080474,262,537,799
357,IDXX,0.019905971,0.594829652,0.0,788,12,800
358,ROST,0.036847014,0.203505812,0.010510253,604,198,802
359,EW,0.032953263,0.240505633,0.0,663,141,804
360,TSLA,0.032636206,0.245483471,0.0,666,138,804
361,FICO,0.019785872,0.53232339,0.018754818,789,15,804
362,NLY,0.198971286,0.038039739,0.175205789,69,737,806
363,WST,0.033460803,0.236942346,0.003089656,659,147,806
364,THO,0.060178371,0.107641151,0.015430685,382,426,808
365,BWA,0.099589877,0.061216492,0.016985138,210,599,809
366,BSAC,0.125235167,0.049727329,0.073498973,147,664,811
367,DGX,0.052129714,0.126528442,0.016807149,446,365,811
368,MSFT,0.028425442,0.287573865,0.007777999,712,100,812
369,VAC,0.064920304,0.094602717,0.018207111,350,463,813
370,HPE,0.101358352,0.059227127,0.030983121,203,611,814
371,UNH,0.040500935,0.18173045,0.012059697,574,241,815
372,WF,0.372306406,0.021626208,0.077620638,14,802,816
373,HSY,0.034357645,0.218113735,0.01618916,646,170,816
374,ZTS,0.030764316,0.245620003,0.008891673,681,136,817
375,TEL,0.049085178,0.133572961,0.018631808,475,345,820
376,CPA,0.10312339,0.057418073,0.0,198,624,822
377,HII,0.062592781,0.097086159,0.020756155,367,455,822
378,DG,0.047045774,0.143488513,0.009614167,502,320,822
379,MPWR,0.026924629,0.293394264,0.008487306,725,97,822
380,CNI,0.046329723,0.146091414,0.018140829,510,312,822
381,SLB,0.045456131,0.153003182,0.011202208,522,301,823
382,WD,0.084282491,0.06891134,0.031591153,252,573,825
383,AIG,0.208692122,0.030272533,0.020532088,60,765,825
384,FMC,0.046846139,0.143711763,0.017014721,506,319,825
385,ROK,0.042312598,0.161385006,0.016541987,547,283,830
386,JNJ,0.038687495,0.181773272,0.025190754,590,240,830
387,ABBV,0.041354061,0.165804863,0.035089459,561,272,833
388,MSCI,0.023177814,0.322294481,0.009928351,763,72,835
389,HAL,0.044191564,0.151144612,0.012228582,531,306,837
390,JBHT,0.053588771,0.111276443,0.009217027,428,410,838
391,SAN,0.206335158,0.027787158,0.039698841,63,776,839
392,HUM,0.042571458,0.153379449,0.00594726,544,299,843
393,CPRT,0.029366562,0.23803728,0.0,699,146,845
394,SHG,0.245027262,0.020593394,0.081334641,35,811,846
395,COF,0.1873937,0.029387186,0.029993176,78,769,847
396,HMC,0.116160287,0.046468057,0.035665891,162,685,847
397,ORAN,0.087240725,0.0596924,0.075654702,239,608,847
398,BIP,0.100371341,0.055548675,0.103510227,208,640,848
399,CTAS,0.028089001,0.246390317,0.009375093,715,134,849
400,ABB,0.042787838,0.147530837,0.02935505,541,309,850
401,UHS,0.065582951,0.086664509,0.005673782,347,504,851
402,BXMT,0.068832676,0.08181218,0.116654169,328,523,851
403,PFG,0.224618685,0.021310318,0.029984326,49,803,852
404,XPO,0.048062481,0.126837463,0.0,489,364,853
405,HI,0.192906904,0.026804802,0.020756878,75,780,855
406,SAIC,0.052122932,0.113425402,0.014420678,447,409,856
407,FTNT,0.021489318,0.307848616,0.0,778,79,857
408,AAP,0.05331103,0.107421933,0.035715815,430,427,857
409,WAL,0.17716414,0.028268226,0.027848936,85,774,859
410,GIS,0.051805199,0.111097173,0.025721854,450,411,861
411,MPW,0.135346589,0.038681939,0.104747002,128,735,863
412,HSIC,0.049505637,0.11702961,0.0,470,394,864
413,MKTX,0.02394614,0.280877047,0.010138524,758,107,865
414,ROL,0.020490652,0.303018467,0.011763979,784,84,868
415,GILD,0.042620433,0.141140679,0.03442491,543,326,869
416,LYG,0.174427459,0.026202722,0.047129603,87,782,869
417,IVZ,0.11058434,0.045300312,0.068654294,176,693,869
418,UNM,0.159634532,0.029716534,0.030877414,103,768,871
419,BAP,0.112741787,0.043480462,0.029113741,168,704,872
420,GD,0.048727869,0.116184748,0.01967801,477,397,874
421,TEF,0.104782096,0.046867417,0.07278995,194,680,874
422,BMO,0.162582083,0.02816034,0.03116647,100,775,875
423,MFG,0.583531265,0.011936418,0.220015784,5,871,876
424,DLTR,0.048130978,0.118971745,0.0,488,388,876
425,PEP,0.035738524,0.176019082,0.024756248,622,254,876
426,G,0.041423693,0.144068859,0.010764529,559,318,877
427,HLT,0.036116147,0.172487644,0.00353967,617,261,878
428,A,0.040801848,0.147379913,0.00871975,569,310,879
429,MSI,0.031575466,0.201235764,0.012278061,676,203,879
430,LDOS,0.047533035,0.119245945,0.013808867,494,386,880
431,MCD,0.031827528,0.200949961,0.021475621,674,206,880
432,SMFG,0.553914841,0.01186363,0.207311999,7,873,880
433,MMC,0.036936333,0.162849098,0.013781491,603,280,883
434,JKHY,0.030049579,0.202471929,0.012067253,686,200,886
435,RKT,0.829262414,0.008248278,0.0,3,885,888
436,STWD,0.168607637,0.023325668,0.114431472,95,793,888
437,PAA,0.125792114,0.035452934,0.094859627,144,746,890
438,K,0.042052672,0.134601136,0.034912479,551,341,892
439,COST,0.026046546,0.229137839,0.005178676,735,157,892
440,TXT,0.057145219,0.088964588,0.001128303,401,492,893
441,CDNS,0.019486909,0.283341184,0.0,792,104,896
442,DB,0.245612064,0.012821305,0.018048597,34,866,900
443,FDX,0.071739587,0.066778145,0.021258181,320,582,902
444,NJR,0.067150525,0.0710186,0.038296174,342,563,905
445,BMY,0.040843505,0.137835313,0.029914462,568,337,905
446,BCE,0.052882148,0.093536122,0.063576585,440,468,908
447,FCN,0.044017619,0.122932171,0.0,532,376,908
448,SHW,0.032991383,0.179122603,0.010101069,661,247,908
449,HDB,1.329161067,-0.00066128,0.231774465,2,908,910
450,BCO,0.067152585,0.069463971,0.014800335,341,569,910
451,SXT,0.046124815,0.115095343,0.022561994,513,399,912
452,HBAN,0.156070211,0.020967054,0.070433831,109,808,917
453,C,0.168598841,0.019226104,0.056820478,96,821,917
454,SPG,0.055419524,0.086644463,0.06715177,412,505,917
455,VMI,0.035599015,0.157373239,0.006501149,626,292,918
456,FSS,0.042825105,0.119660664,0.007754047,540,384,924
457,BCS,0.225194144,0.010233871,0.075140691,47,877,924
458,CACI,0.048662906,0.101215712,0.0,479,447,926
459,ENS,0.049583891,0.096041063,0.00804878,467,459,926
460,NKE,0.031043081,0.178815208,0.012319266,678,249,927
461,VIV,0.063768569,0.068054245,0.089123714,355,576,931
462,SNV,0.138850116,0.021023274,0.042010522,126,805,931
463,NYCB,0.156287975,0.018880216,0.084155064,108,825,933
464,AMGN,0.046369322,0.107921673,0.029695616,509,424,933
465,FFIV,0.040911414,0.125165274,0.0,566,370,936
466,ALLY,0.220134167,0.006970484,0.063445904,53,887,940
