,ticker,eps,roce,divYield,eps_rank,roce_rank,overall_rank
106,WSO,0.067777509,0.322105813,0.037481148,337,72,409
107,MU,0.136312168,0.165157293,0.007233787,134,277,411
108,EVR,0.109066182,0.187649473,0.029126658,185,227,412
109,WMS,0.07315415,0.285177592,0.005714577,310,103,413
110,AVT,0.165999028,0.144243023,0.022897257,101,313,414
111,MO,0.06916466,0.301079822,0.079184176,326,88,414
112,TEX,0.100897585,0.198159943,0.01197318,206,209,415
113,UPS,0.076619262,0.247131209,0.033930629,288,131,419
114,BBY,0.074105161,0.263042204,0.041204349,300,122,422
115,AGCO,0.085982645,0.210349585,0.03907687,241,182,423
116,HCA,0.084781035,0.213889411,0.009810742,250,173,423
117,TPR,0.092509132,0.201087423,0.027999826,226,200,426
118,POOL,0.062819301,0.354976238,0.01264205,366,60,426
119,CPRT,0.071253678,0.282457695,0.0,322,106,428
120,RDY,0.058081102,0.406030447,0.006415943,393,38,431
121,AZO,0.055863441,0.489143143,0.0,411,21,432
122,SWKS,0.09208651,0.199396717,0.026950036,228,205,433
123,MSM,0.077524381,0.233950596,0.03818792,283,151,434
124,TXN,0.057371222,0.418627694,0.028177408,398,37,435
125,CIG,0.170873178,0.133895352,0.087399209,95,345,440
126,YPF,0.449540933,0.106703528,0.0,11,429,440
127,CRI,0.086322265,0.198439265,0.040776929,239,207,446
128,MC,0.059578952,0.331594292,0.069210972,382,68,450
129,BYD,0.107684565,0.171393048,0.008111496,189,265,454
130,PM,0.05767631,0.356558451,0.049797451,396,59,455
131,HOLX,0.082190896,0.201659802,0.0,262,196,458
132,TSN,0.136424154,0.139964453,0.027512345,133,326,459
133,HD,0.053261172,0.450717165,0.024253216,433,26,459
134,GWW,0.05463897,0.397095733,0.013068144,422,41,463
135,BG,0.107646841,0.165554072,0.023334626,190,273,463
136,HTZ,0.353003098,0.099860302,0.0,15,451,466
137,CLF,0.159668177,0.127515454,0.0,104,362,466
138,ASR,0.073355857,0.224895199,0.03312071,307,160,467
139,EXP,0.085467863,0.18893639,0.0069435,244,224,468
140,WES,0.114773024,0.153156161,0.069381824,168,300,468
141,WY,0.081742599,0.197435897,0.070307331,263,210,473
142,DOW,0.126117532,0.139430102,0.055214266,146,327,473
143,CTSH,0.077301091,0.204619097,0.019038347,284,189,473
144,WU,0.170788395,0.121103052,0.068307856,96,378,474
145,NEU,0.089538436,0.179098012,0.026990167,232,245,477
146,PAC,0.064507378,0.257797861,0.051362661,352,125,477
147,CSL,0.07569632,0.207646982,0.011010374,293,186,479
148,NRG,0.156620788,0.124845335,0.042586488,109,370,479
149,VIPS,0.098335489,0.167727965,0.0,212,270,482
150,PSA,0.133953555,0.133464361,0.079594265,137,346,483
151,ALSN,0.111848791,0.145072775,0.016851042,172,311,483
152,ALB,0.080431698,0.194255801,0.007261372,268,217,485
153,TPX,0.075895393,0.201444385,0.011741552,290,197,487
154,ACI,0.139292045,0.130055132,0.389971709,130,358,488
155,LRCX,0.053677695,0.35452199,0.010803613,429,61,490
156,RLI,0.097962417,0.16324423,0.061262801,213,280,493
157,CNS,0.054311093,0.328986719,0.03408756,425,69,494
158,SNA,0.075002048,0.201159768,0.025757531,296,199,495
159,SEE,0.067550744,0.228604612,0.016283082,339,156,495
160,MMM,0.08511269,0.177055128,0.049635564,246,250,496
161,MRO,0.194791012,0.107916525,0.011864347,74,425,499
162,SWH,16.12972345,0.086523912,6.690207209,1,505,506
163,KLAC,0.0500691,0.386726386,0.002653431,463,45,508
164,NTAP,0.093352961,0.160289718,0.031655007,224,287,511
165,TLK,0.075342368,0.193262827,0.040436641,295,218,513
166,GSK,0.084169995,0.172300193,0.059300421,253,262,515
167,THC,0.191678621,0.102865961,0.0,77,440,517
168,ULTA,0.047797874,0.44423196,0.0,489,30,519
169,SCCO,0.056514045,0.276516828,0.057955544,405,114,519
170,FRO,0.195707183,0.100992915,0.013824838,73,449,522
171,SIG,0.106364355,0.138348238,0.019623899,193,333,526
172,LOW,0.047384842,0.419845435,0.017446338,495,36,531
173,OMC,0.078499572,0.174339105,0.034649526,275,258,533
174,CR,0.07247528,0.190915008,0.01869248,313,221,534
175,CHH,0.053201375,0.287227754,0.008416226,435,101,536
176,TER,0.051701001,0.301975434,0.00503721,452,86,538
177,CBT,0.057898185,0.237190083,0.023270084,395,143,538
178,TROW,0.063207068,0.212115526,0.044929397,361,179,540
179,ADM,0.085451658,0.155920602,0.017700701,245,296,541
180,UL,0.063595907,0.205271596,0.036025475,357,187,544
181,GEF,0.095943894,0.14078506,0.028347638,219,325,544
182,AIT,0.062036441,0.21477693,0.009562235,373,172,545
183,TGS,0.102107157,0.134174738,0.0,204,344,548
184,AVGO,0.059633439,0.214888892,0.036480412,381,169,550
185,CNHI,0.093307777,0.138152181,0.019452533,225,335,560
186,NXPI,0.067343666,0.190173295,0.01969325,341,222,563
187,AYI,0.068529145,0.185798126,0.00323015,331,232,563
188,LKQ,0.077635602,0.161871608,0.019189305,282,282,564
189,CSCO,0.05921604,0.213075713,0.029586893,388,176,564
190,PCAR,0.087340479,0.138659021,0.029137661,237,331,568
191,HOG,0.11591971,0.114251444,0.014568765,167,403,570
192,SID,0.110373903,0.117742279,0.191283949,181,390,571
193,FLT,0.068726628,0.179713096,0.0,328,243,571
194,ODFL,0.043198118,0.42717804,0.004218435,538,34,572
195,URI,0.081465894,0.148679731,0.0,265,308,573
196,GOOGL,0.052034253,0.25287535,0.0,448,126,574
197,MAN,0.086058401,0.138216984,0.032208588,240,334,574
198,MPLX,0.118908359,0.110660173,0.091864546,163,412,575
199,GOOG,0.051741036,0.25287535,0.0,451,126,577
200,BDC,0.080782425,0.14407976,0.00283874,267,315,582
201,ORLY,0.039988479,0.530985798,0.0,569,14,583
202,CARR,0.101580184,0.120325122,0.014630536,205,380,585
203,PKG,0.084903262,0.137255727,0.034652205,248,338,586
204,OTIS,0.038096454,0.68313172,0.01413795,584,7,591
205,RH,0.072342981,0.163261454,0.0,314,279,593
206,ITW,0.043776634,0.345739828,0.022249034,532,65,597
207,HI,0.079344461,0.138688748,0.023548859,271,330,601
208,ABEV,0.062970357,0.181567807,0.053320468,362,239,601
209,TEL,0.068113699,0.170650155,0.019216591,335,267,602
210,ADP,0.037524557,0.545030109,0.020935447,589,13,602
211,DPZ,0.036546782,0.720650338,0.012729874,601,4,605
212,RDN,0.206817747,0.075092298,0.037702912,63,542,605
213,NOC,0.057930552,0.19715245,0.012447496,394,211,605
214,NSP,0.041421624,0.364837853,0.017689239,554,53,607
215,INFY,0.041353766,0.362799962,0.023541543,556,54,610
216,EME,0.054915342,0.203846869,0.003676194,421,191,612
217,DECK,0.043376206,0.317050567,0.0,537,75,612
218,FAST,0.040029882,0.386719166,0.026196757,567,46,613
219,IPG,0.071927744,0.155859983,0.035066692,316,297,613
220,VZ,0.12838943,0.092461814,0.065263822,141,472,613
221,MMP,0.098573575,0.114032826,0.082747018,211,405,616
222,LAZ,0.107793788,0.104821865,0.054838047,187,432,619
223,IP,0.111551074,0.102217529,0.049916139,174,445,619
224,ABC,0.060215119,0.180878951,0.013883448,379,241,620
225,LW,0.063791749,0.170962865,0.009237758,355,266,621
226,TREX,0.039043605,0.38366148,0.0,575,48,623
227,GIB,0.059558268,0.181351367,0.0,383,240,623
228,MCHP,0.048526959,0.235139642,0.015078337,480,147,627
229,NOK,0.174196563,0.076833836,0.014468562,90,537,627
230,EMR,0.074426189,0.13902133,0.028171844,299,329,628
231,HES,0.051195243,0.212196,0.010708857,455,178,633
232,BBDO,0.1420568,0.086289367,0.0,127,506,633
233,SUN,0.131584167,0.087942478,0.099449929,138,496,634
234,INGR,0.075891189,0.134178553,0.02791932,291,343,634
235,DCI,0.0489516,0.225046938,0.016194625,475,159,634
236,DE,0.059165073,0.179052807,0.010893807,390,246,636
237,REGN,0.056144834,0.186825361,0.0,409,230,639
238,SON,0.078405508,0.127066274,0.03144931,276,363,639
239,AVY,0.050886532,0.210340342,0.01605705,458,183,641
240,VRTX,0.044918261,0.274002405,0.0,524,117,641
241,TRQ,0.158565065,0.077785186,0.0,106,535,641
242,ALV,0.063417169,0.161717791,0.033582614,358,283,641
243,YUM,0.034831976,0.523080603,0.017061096,627,16,643
244,DVA,0.110631162,0.093585039,0.0,177,467,644
245,BERY,0.126052813,0.087929204,0.003620316,147,497,644
246,FICO,0.034814181,0.488408257,0.0,629,22,651
247,BBD,0.127271583,0.086289367,0.0,145,506,651
248,FCX,0.063333212,0.157258425,0.015815041,359,293,652
249,AON,0.040746219,0.295934828,0.00728679,559,93,652
250,JHX,0.053131792,0.196044212,0.013448985,437,215,652
251,WTS,0.050884418,0.202937766,0.007991787,459,193,652
252,AMX,0.064265907,0.151317184,0.001278857,353,304,657
253,PBA,0.117529171,0.088178328,0.065311566,165,493,658
254,WWE,0.038338428,0.306900661,0.006997351,582,79,661
255,CRH,0.088954417,0.107275683,0.030391654,234,428,662
256,V,0.040322624,0.291006682,0.008634978,565,98,663
257,ACN,0.037677599,0.314970221,0.013462718,587,76,663
258,CSX,0.062955924,0.15270911,0.012875287,363,302,665
259,WPP,0.076519957,0.122204027,0.040955606,289,377,666
260,GM,0.204362083,0.059671187,0.008167077,66,603,669
261,MXL,0.047195163,0.214846371,0.0,498,171,669
262,ITT,0.054259921,0.180360721,0.012995769,428,242,670
263,BKNG,0.038056958,0.302125896,0.0,585,85,670
264,CCK,0.073169009,0.128845597,0.010668384,309,361,670
265,GGG,0.040536492,0.280875319,0.012506917,562,109,671
266,MAR,0.048819961,0.201934081,0.006645974,476,195,671
267,DAR,0.073205392,0.12651552,0.0,308,366,674
268,KMB,0.042225184,0.252068447,0.034015945,545,129,674
269,SYY,0.047019831,0.212772935,0.026456365,502,177,679
270,VRSN,0.030396568,1.529764801,0.0,679,1,680
271,FBHS,0.052109017,0.1827966,0.009647319,447,234,681
272,CE,0.170926602,0.06206089,0.026803168,94,590,684
273,TSCO,0.043466311,0.234706429,0.016353206,536,149,685
274,ITUB,0.120016312,0.080460864,0.027096808,160,527,687
275,DOV,0.055142446,0.169800369,0.014883258,419,268,687
276,EPD,0.104851334,0.088945794,0.078208782,197,491,688
277,WRK,0.120202341,0.079860587,0.033021922,159,530,689
278,CDW,0.046160506,0.212013098,0.011704764,511,180,691
279,RL,0.066176628,0.132968278,0.025105845,346,347,693
280,HUN,0.08328083,0.103083295,0.030958743,256,439,695
281,AWI,0.061682098,0.140910602,0.013436909,374,324,698
282,WAT,0.0344412,0.349957687,0.0,636,63,699
283,PKX,0.151266668,0.064479445,0.058619264,116,584,700
284,SYF,0.191056043,0.055962915,0.030153407,78,623,701
285,UNP,0.054272258,0.16547915,0.024499294,427,274,701
286,GNRC,0.062880449,0.135569388,4.86e-05,364,339,703
287,WIT,0.056211344,0.153739418,0.016251269,406,298,704
288,WBA,0.143107618,0.064923528,0.054741881,125,582,707
289,CHTR,0.092303292,0.090307871,0.0,227,482,709
290,MA,0.02950066,0.499490897,0.00565355,692,18,710
291,FN,0.052273998,0.16805329,0.0,442,269,711
292,MRK,0.05168276,0.173219816,0.024960363,453,259,712
293,DISH,0.309457842,0.043915079,0.0,19,694,713
294,BIIB,0.075724822,0.109025295,0.0,292,421,713
295,GPC,0.048182823,0.186904157,0.020203484,485,229,714
296,TJX,0.036163432,0.281423188,0.013843006,609,107,716
297,ANET,0.036365364,0.27857346,0.0,606,111,717
298,CLH,0.066539874,0.124226042,0.0,345,373,718
299,TTC,0.040116425,0.230968731,0.011374956,566,153,719
300,CAJ,0.083278526,0.094740544,0.040733123,257,462,719
301,ALLE,0.049444665,0.178367198,0.015535125,471,248,719
302,MOH,0.041494828,0.214874519,0.0,552,170,722
303,LEG,0.070522103,0.114983404,0.052174519,324,400,724
304,BSMX,0.166214373,0.055787405,0.112236764,100,626,726
305,VRSK,0.034241846,0.303000926,0.007007033,642,84,726
306,ASGN,0.062436015,0.130256378,0.0,370,357,727
307,BEN,0.122841268,0.067131136,0.055444495,156,572,728
308,FL,0.083261712,0.092266158,0.036518295,258,473,731
309,UA,0.100442163,0.081084409,0.0,208,524,732
310,CIB,0.203965368,0.049092188,0.069476898,67,665,732
311,EMN,0.071861475,0.10984583,0.034526131,317,418,735
312,NVO,0.026068775,0.621765835,0.011879661,726,9,735
313,DFS,0.146235193,0.057791655,0.023406954,121,614,735
314,TT,0.045666556,0.19515442,0.016124337,520,216,736
315,ABM,0.077144037,0.099212106,0.017377498,285,452,737
316,JLL,0.084758333,0.089664931,0.0,251,486,737
317,APH,0.041905803,0.204409451,0.010516654,548,190,738
318,KR,0.062342079,0.125456093,0.018947102,371,368,739
319,STR,0.465213494,0.037708111,0.337300116,10,731,741
320,PG,0.040002636,0.213158111,0.024567237,568,175,743
321,OKE,0.058576535,0.131633963,0.056854191,391,353,744
322,CHE,0.032758155,0.300047082,0.002889291,657,89,746
323,SBS,0.079888804,0.09140602,0.0,270,477,747
324,OGE,0.084117233,0.088312776,0.041610042,255,492,747
325,KT,0.144908686,0.055812719,0.054726789,122,625,747
326,MTD,0.026096984,0.484308199,0.0,725,23,748
327,CAT,0.051450024,0.156788066,0.018723051,454,295,749
328,TPL,0.0246581,0.685228829,0.013660392,744,6,750
329,TRGP,0.07155876,0.104830446,0.022727613,319,431,750
330,MAIN,0.087789165,0.082590289,0.070554429,236,516,752
331,RBA,0.049895875,0.158612034,0.017984755,465,289,754
332,NSC,0.056516298,0.132713324,0.020169578,404,350,754
333,ZBRA,0.034586752,0.258995574,0.0,633,123,756
334,DEO,0.048326536,0.165387225,0.022791385,483,275,758
335,ADBE,0.029628873,0.32032358,0.0,687,73,760
336,PFSI,0.158151085,0.049898788,0.018166652,107,655,762
337,PAGP,0.481900752,0.032984473,0.06712633,9,753,762
338,PNR,0.064875112,0.110560137,0.01869763,351,413,764
339,BCH,0.158099717,0.049682287,0.06055378,108,658,766
340,IHG,0.035512911,0.23502994,0.022065355,619,148,767
341,FIX,0.059478538,0.119894776,0.004855317,387,381,768
342,CMI,0.059904123,0.118338807,0.023811262,380,389,769
343,KOF,0.068529062,0.103201294,0.041270812,332,438,770
344,CL,0.026810839,0.368873383,0.025398952,720,51,771
345,QSR,0.074646073,0.092001939,0.048907785,298,474,772
346,IT,0.029972321,0.297149267,0.0,684,90,774
347,AEL,0.285224769,0.033580254,0.017338592,26,750,776
348,DRI,0.049943968,0.144723691,0.029999951,464,312,776
349,LH,0.065385604,0.103878992,0.009978321,348,435,783
350,SNY,0.059171188,0.116458439,0.036700225,389,395,784
351,JWN,0.083077827,0.080799305,0.040352087,260,525,785
352,SBUX,0.033389227,0.245280614,0.023028351,651,136,787
353,ROST,0.036847014,0.203505812,0.010510253,599,192,791
354,IDXX,0.019905971,0.594829652,0.0,780,12,792
355,WST,0.033460803,0.236942346,0.003089656,650,144,794
356,TSLA,0.032636206,0.245483471,0.0,660,135,795
357,CBRE,0.056648935,0.116554957,0.0,402,394,796
358,EW,0.032953263,0.240505633,0.0,656,140,796
359,NLY,0.198971286,0.038039739,0.175205789,71,730,801
360,UNH,0.040500935,0.18173045,0.012059697,563,238,801
361,BWA,0.099589877,0.061216492,0.016985138,210,594,804
362,MSFT,0.028537334,0.287573865,0.007808615,704,100,804
363,HSY,0.034357645,0.218113735,0.01618916,639,165,804
364,BSAC,0.125235167,0.049727329,0.073498973,152,656,808
365,ZTS,0.030764316,0.245620003,0.008891673,675,134,809
366,DGX,0.052129714,0.126528442,0.016807149,445,365,810
367,MTCH,0.030873333,0.245227374,0.0,674,137,811
368,CPB,0.050725094,0.132578281,0.030220631,460,352,812
369,WF,0.375213339,0.021626208,0.078226693,14,799,813
370,VAC,0.064920304,0.094602717,0.018207111,350,463,813
371,MPWR,0.026924629,0.293394264,0.008487306,718,96,814
372,JNJ,0.038687495,0.181773272,0.025190754,579,237,816
373,CPA,0.10312339,0.057418073,0.0,201,617,818
374,WD,0.084282491,0.06891134,0.031591153,252,566,818
375,KEYS,0.035856701,0.199372291,0.0,613,206,819
376,DG,0.047045774,0.143488513,0.009614167,501,318,819
377,CNI,0.046329723,0.146091414,0.018140829,509,310,819
378,AIG,0.208692122,0.030272533,0.020532088,61,759,820
379,FMC,0.046846139,0.143711763,0.017014721,504,317,821
380,AM,0.063223683,0.094822106,0.083985397,360,461,821
381,SLB,0.045456131,0.153003182,0.011202208,521,301,822
382,HII,0.062592781,0.097086159,0.020756155,369,456,825
383,MSCI,0.023177814,0.322294481,0.009928351,756,71,827
384,NJR,0.073922244,0.078816031,0.034337617,301,532,833
385,SAN,0.206335158,0.027787158,0.039698841,64,771,835
386,POST,0.151674342,0.039640602,0.109696272,115,720,835
387,HAL,0.044191564,0.151144612,0.012228582,529,306,835
388,ALLY,0.193341247,0.029674799,0.05572379,75,763,838
389,JBHT,0.053588771,0.111276443,0.009217027,431,409,840
390,ORAN,0.087240725,0.0596924,0.075654702,238,602,840
391,CTAS,0.028089001,0.246390317,0.009375093,708,132,840
392,BIP,0.100371341,0.055548675,0.103510227,209,632,841
393,HUM,0.042571458,0.153379449,0.00594726,543,299,842
394,SHG,0.246940412,0.020593394,0.081969694,36,808,844
395,COF,0.1873937,0.029387186,0.029993176,80,764,844
396,MMS,0.057017036,0.10126506,0.019222004,401,447,848
397,PFG,0.228337545,0.021310318,0.030480756,48,800,848
398,BXMT,0.068832676,0.08181218,0.116654169,327,521,848
399,UHS,0.065582951,0.086664509,0.005673782,347,502,849
400,FTNT,0.021489318,0.307848616,0.0,772,78,850
401,ABB,0.042787838,0.147530837,0.02935505,541,309,850
402,XPO,0.048062481,0.126837463,0.0,487,364,851
403,SAIC,0.052122932,0.113425402,0.014420678,446,408,854
404,WAL,0.17716414,0.028268226,0.027848936,87,769,856
405,AAP,0.05331103,0.107421933,0.035715815,432,426,858
406,MKTX,0.02394614,0.280877047,0.010138524,751,108,859
407,ROL,0.020490652,0.303018467,0.011763979,777,83,860
408,GIS,0.051805199,0.111097173,0.025721854,450,410,860
409,MPW,0.135346589,0.038681939,0.104747002,135,728,863
410,HSIC,0.049505637,0.11702961,0.0,470,393,863
411,IVZ,0.11058434,0.045300312,0.068654294,179,684,863
412,GILD,0.042620433,0.141140679,0.03442491,542,323,865
413,LYG,0.174427459,0.026202722,0.047129603,89,777,866
414,BAP,0.113036974,0.043480462,0.029189968,171,696,867
415,MSI,0.031575466,0.201235764,0.012278061,669,198,867
416,PEP,0.035738524,0.176019082,0.024756248,615,252,867
417,UNM,0.159634532,0.029716534,0.030877414,105,762,867
418,MCD,0.031827528,0.200949961,0.021475621,667,201,868
419,MFG,0.583531265,0.011936418,0.220015784,5,863,868
420,G,0.041423693,0.144068859,0.010764529,553,316,869
421,HLT,0.036116147,0.172487644,0.00353967,610,260,870
422,BMO,0.162582083,0.02816034,0.03116647,102,770,872
423,TEF,0.104782096,0.046867417,0.07278995,198,674,872
424,SMFG,0.553914841,0.01186363,0.207311999,7,865,872
425,DLTR,0.048130978,0.118971745,0.0,486,386,872
426,GD,0.048727869,0.116184748,0.01967801,477,397,874
427,JKHY,0.030049579,0.202471929,0.012067253,681,194,875
428,LDOS,0.047533035,0.119245945,0.013808867,492,384,876
429,MMC,0.036936333,0.162849098,0.013781491,596,281,877
430,RKT,0.829262414,0.008248278,0.0,4,877,881
431,STWD,0.168607637,0.023325668,0.114431472,97,790,887
432,CDNS,0.019486909,0.283341184,0.0,783,104,887
433,PAA,0.125792114,0.035452934,0.094859627,149,739,888
434,TXT,0.057145219,0.088964588,0.001128303,399,490,889
435,FDX,0.071739587,0.066778145,0.021258181,318,576,894
436,BMY,0.040843505,0.137835313,0.029914462,558,336,894
437,SHW,0.032991383,0.179122603,0.010101069,653,244,897
438,DB,0.245612064,0.012821305,0.018048597,37,860,897
439,ROK,0.036865381,0.152208895,0.020833292,598,303,901
440,HDB,1.329161067,-0.00066128,0.231774465,2,901,903
441,BCO,0.067152585,0.069463971,0.014800335,342,562,904
442,FCN,0.044017619,0.122932171,0.0,530,375,905
443,BCE,0.052882148,0.093536122,0.063576585,440,468,908
444,A,0.030314275,0.186943963,0.006043516,680,228,908
445,VMI,0.035599015,0.157373239,0.006501149,618,292,910
446,SXT,0.046124815,0.115095343,0.022561994,513,399,912
447,K,0.039484885,0.134601136,0.032780681,572,342,914
448,C,0.168598841,0.019226104,0.056820478,98,817,915
449,SPG,0.055419524,0.086644463,0.06715177,412,503,915
450,HBAN,0.156070211,0.020967054,0.070433831,111,805,916
451,NKE,0.031043081,0.178815208,0.012319266,671,247,918
452,BCS,0.225194144,0.010233871,0.075140691,50,869,919
453,FSS,0.042825105,0.119660664,0.007754047,540,382,922
454,VIV,0.063768569,0.068054245,0.089123714,356,569,925
455,ENS,0.049583891,0.096041063,0.00804878,467,458,925
456,CACI,0.048662906,0.101215712,0.0,478,448,926
457,MNST,0.022282257,0.217349252,0.0,763,166,929
458,UAA,0.037419927,0.137322731,0.0,592,337,929
459,CLX,0.007580539,0.30387289,,849,82,931
460,NYCB,0.156287975,0.018880216,0.084155064,110,821,931
461,AMGN,0.046369322,0.107921673,0.029695616,508,424,932
462,SNV,0.138850116,0.021023274,0.042010522,131,802,933
463,IGT,0.060733287,0.070999647,0.035172875,377,557,934
464,NI,0.07203466,0.057338026,0.039112464,315,619,934
465,HON,0.033472659,0.16045067,0.018327056,649,286,935
466,PAYC,0.015653909,0.248236616,0.0,805,130,935
467,HPE,0.046682202,0.106188695,0.033398212,506,430,936
468,ABT,0.035651958,0.141851431,0.017016058,617,321,938
